Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
54157.0,-1.20701732013404,0.790291718606312,1.0934405127158,1.3294932561188,-0.23419007708510298,-0.343807527267919,0.669241243696389,0.11466001401512,-0.618415380572123,0.0920395782268947,0.0456210253023852,0.29721916166303997,0.44935920946077795,0.32690471296313695,1.46988426861146,-0.6671505814331229,0.31026710627477,-0.37148882377074705,0.12285383484291099,0.10933066382037598,0.18874989436003498,0.772061282584081,-0.21538253487764802,0.44206060929451,-0.27551337579533397,-0.23230047118320302,0.14170327774920002,-0.22852098639991802,110.0,0
141457.0,0.124747691618985,0.9357598346827559,-0.6170886425069261,-0.777026408612466,1.22307260438317,-0.21182545026140698,0.8533317783787641,0.0789759319469512,-0.248599546773762,-0.662237317228176,0.498549419580761,0.315370521042897,-0.12665004194781,-0.823306311328888,-0.8834337115436209,0.6932429469137171,-0.0732959423161578,0.475856805748968,0.265134974811651,0.0503716955848932,-0.323825425341065,-0.835123530090664,0.0294613532611669,-0.0169060023000145,-0.381459829689479,0.128701489882,0.21504329680122197,0.0689664818725738,6.84,0
87055.0,1.9108130529930702,0.551491262094389,-0.605308632100418,3.8337728522754904,0.35948629862524206,-0.19460674685190302,0.20782431200476,-0.174070735174196,-0.934093272213515,1.44778254952176,-1.1685761952521498,0.0602480780612281,0.5881394264276011,0.0575524952758698,-0.8658517142055949,0.6204529473565921,-0.726649535553045,-0.36508934470278703,-1.71919555620252,-0.255214211642298,0.302183107327861,1.01417054598725,-0.00930452762085621,0.0170216247619505,0.22025510910028898,0.244606182199714,-0.0272665601345183,-0.0507259989236888,10.65,0
153093.0,1.93722245359128,-0.8156910425501479,-1.6909128472005501,-0.6236748034213171,1.6482775145303,3.93273848694815,-1.2815194069054299,1.0542503340803702,1.1085577270656202,0.0157059221413642,-0.21662419820011802,0.37179217836059103,-0.0192251139247798,-0.0583020594208477,0.7691101432360749,0.24655151089254201,-0.566457966044859,-0.12431120301769198,-0.39878394501389297,-0.07560544823796901,0.170803964623424,0.555084821377769,0.18738200132520602,0.760678012962056,-0.251619933731666,0.5872966745628001,-0.00351184146770375,-0.049945664923227995,28.75,0
40474.0,-1.44128590246351,-4.6644906401349004,-0.335863040142555,1.26023046734044,-2.08130310725221,1.3676131100190703,0.7873342932109891,0.17855132053714998,0.796266565742933,-0.899791904300349,1.26504470007676,1.1814163476898,-0.46220523795317603,0.101208346003133,-0.31748364859572104,-0.279042718132919,0.506574833179332,-0.7141367468623779,-0.45092242574672103,2.48175481913879,0.6577697573832769,-0.801341226227103,-1.01280818580535,-0.164894055701597,-0.534574239998865,0.8155532917854159,-0.251678179212256,0.223758269840901,1310.64,0
144767.0,2.09084834024767,0.134171491083987,-2.4452290380727004,0.47694599684160405,0.8267000574257242,-0.9414080392019669,0.45450346845327294,-0.330315473380326,0.41321812826402,-0.305227216455048,-1.40975796656802,-0.7426409910177719,-0.7070164159162741,-0.622899475205244,0.503433464167467,0.423697548333956,0.34569244995636406,0.34299615045570797,0.0412651590942973,-0.171405644096178,-0.0564176349521956,-0.0841432703530757,-0.0834359038673312,-1.1406177988709199,0.241658911237024,0.468340656204551,-0.0731115085811901,-0.0518775427479341,29.0,0
35771.0,-3.2189520106838705,2.70853541135777,-3.26304158740062,1.36186594394607,-1.64577567536596,-1.8529818713025799,-3.06995821412732,-1.79687585578416,-0.213356097435365,-3.55198400939375,3.77974953895486,-6.9847714772207805,-1.1409771885878102,-9.377878452317631,0.9214635067070369,-4.652071194621111,-9.094231297376929,-3.08254995409724,0.132330776389272,0.571654488206511,1.8078772500638403,-0.8904213950771619,-0.325814386573867,0.12303959692271499,-0.0930137472776971,0.232105969675678,-0.310518998304807,-0.7452946267996229,60.6,1
94362.0,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,-17.8925996927224,-1.22790388102871,-31.1973285494605,-11.438920414910001,-9.46257260540015,-22.1870885620007,4.41999660154863,-10.5923050053728,-0.703795803703315,-3.92620731586873,-2.4002464921012403,-6.80988994039049,-12.462314948108599,-5.50105078380738,-0.567939572890149,2.8122411093294595,-8.75569832116533,3.46089334478551,0.896537503959012,0.254835536763482,-0.738096558530353,-0.9665642337898521,-7.26348214633855,-1.32488430656137,1.0,1
142961.0,0.457845399378466,1.37376948070694,-0.4889260093482271,2.80535094114905,1.77738605988168,0.100492060362466,1.2950159197445201,-0.135857217631344,-1.6958224558988797,0.9550044668017981,-1.70222840135659,-0.24005632849208802,0.4564750525818139,0.13956741726515198,-1.89097449251758,0.372379299123525,-0.798201084554281,-0.6970616083741501,-1.4971522329423899,-0.264704752281373,0.105593015789541,0.37101442441714794,0.0511047168873462,0.40152419661395505,-0.7247658169750508,-0.202880696489224,0.09212388101153698,0.0949558537280024,0.0,1
155554.0,-1.0400672231602601,3.10670266443901,-5.40902719870311,3.10990342442989,-0.8872370397909529,-2.49752183582566,-2.07334746311485,0.639818099305764,-3.0133305719030803,-5.9548382969224,3.58639450927204,-5.517147626925981,0.683652475018798,-8.5604228759795,1.8560949158540903,-4.878248088480929,-4.3359980120368204,-1.3771910852015001,3.0573817418767,1.05439010295385,0.7739608675197379,0.214868420362258,-0.18423302203801398,-0.28409137088104197,0.4934666085499311,0.732328821135949,0.675066703315442,0.337076231470716,94.82,1
94362.0,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,-17.8925996927224,-1.22790388102871,-31.1973285494605,-11.438920414910001,-9.46257260540015,-22.1870885620007,4.41999660154863,-10.5923050053728,-0.703795803703315,-3.92620731586873,-2.4002464921012403,-6.80988994039049,-12.462314948108599,-5.50105078380738,-0.567939572890149,2.8122411093294595,-8.75569832116533,3.46089334478551,0.896537503959012,0.254835536763482,-0.738096558530353,-0.9665642337898521,-7.26348214633855,-1.32488430656137,1.0,1
39266.0,1.03519808383588,-0.0431891197402396,-0.0467472766980909,1.2560088008463701,-0.0941003224630344,-0.325222519595159,0.292814168122463,-0.059614050295982,-0.107233764698283,0.137315245719029,0.6671109561054549,0.5893646694836601,-0.7166521486028521,0.562745494961127,-0.611429442159676,-0.0445596016636763,-0.44654552975764505,0.25429603972172604,0.257108981067379,0.0122080891795514,0.0462199136072668,0.0150590187758553,-0.276998154947918,0.0209869586753294,0.7985640622059649,-0.266570034678935,-0.0169033471893149,0.0157557458016581,98.99,0
